"统计时间","在线车辆数","运行里程","运行时长"
"2020-06-20","47.00","2028.80","122.0000"
"2020-07-30","138.00","7884.55","428.0000"
"2020-08-11","144.00","8913.20","470.0000"
"2020-09-18","126.00","7347.97","407.0000"
"2019-04-26","79.00","6064.37","274.0000"
"2019-05-02","69.00","5743.46","262.0000"
"2019-08-07","66.00","5026.23","231.0000"
"2019-08-02","71.00","4944.56","232.0000"
"2019-07-19","76.00","5432.00","247.0000"
"2019-07-18","71.00","5289.48","241.0000"
"2019-07-27","108.00","8886.28","447.0000"
"2019-11-03","71.00","4490.70","240.0000"
"2019-11-16","66.00","4465.52","239.0000"
"2020-01-15","69.00","3186.66","170.0000"
"2020-01-09","65.00","3426.48","180.0000"
"2020-05-15","65.00","4303.40","232.0000"
"2020-07-12","115.00","6989.78","385.0000"
"2020-07-27","131.00","6905.38","377.0000"
"2020-10-02","116.00","7179.18","403.0000"
"2019-05-29","79.00","6272.74","283.0000"
"2019-10-25","75.00","5117.08","273.0000"
"2019-11-12","76.00","5015.24","267.0000"
"2019-11-25","75.00","4820.38","255.0000"
"2019-12-02","52.00","1396.15","75.0000"
"2020-04-02","59.00","4637.31","237.0000"
"2020-05-30","62.00","4836.67","251.0000"
"2020-06-27","95.00","5873.80","310.0000"
"2020-07-09","139.00","8063.96","416.0000"
"2020-08-17","135.00","8887.95","493.0000"
"2020-09-11","124.00","8047.27","452.0000"
"2020-09-09","127.00","8251.08","461.0000"
"2020-09-21","126.00","7699.37","406.0000"
"2019-10-18","79.00","5514.87","268.0000"
"2020-01-31","58.00","4620.83","190.0000"
"2020-02-09","52.00","3438.08","165.0000"
"2020-04-16","65.00","5597.77","277.0000"
"2020-05-02","61.00","3824.83","202.0000"
"2020-05-26","68.00","4737.99","252.0000"
"2020-06-10","102.00","6669.17","344.0000"
"2020-06-14","98.00","6629.39","354.0000"
"2020-06-28","110.00","7021.64","361.0000"
"2020-07-06","141.00","7712.38","402.0000"
"2020-07-13","129.00","6828.01","379.0000"
"2020-07-25","117.00","7451.79","407.0000"
"2020-08-10","138.00","8388.94","444.0000"
"2020-09-13","109.00","6562.08","377.0000"
"2020-10-20","124.00","7261.23","399.0000"
"2020-11-19","123.00","7502.47","407.0000"
"2019-04-29","78.00","6084.89","270.0000"
"2019-05-09","74.00","6079.58","279.0000"
"2019-06-21","77.00","6794.30","284.0000"
"2019-06-26","85.00","7686.91","357.0000"
"2019-07-23","63.00","4971.63","239.0000"
"2019-07-22","71.00","5476.09","247.0000"
"2019-09-25","85.00","5554.25","285.0000"
"2019-10-23","83.00","5354.47","278.0000"
"2019-12-13","67.00","2447.65","124.0000"
"2020-02-03","54.00","4415.04","177.0000"
"2020-02-20","67.00","4464.35","219.0000"
"2020-03-02","62.00","4070.88","209.0000"
"2020-03-22","53.00","4082.15","214.0000"
"2020-05-27","76.00","4904.06","255.0000"
"2020-07-31","142.00","8304.89","436.0000"
"2020-08-02","127.00","7130.67","392.0000"
"2020-08-29","127.00","8092.75","461.0000"
"2020-10-19","117.00","6018.48","339.0000"
"2020-11-06","123.00","6325.17","346.0000"
"2020-11-26","134.00","6393.97","343.0000"
"2020-11-27","120.00","6837.94","388.0000"
"2020-11-28","122.00","6351.31","357.0000"
"2020-11-29","111.00","5734.17","318.0000"
"2020-11-30","123.00","6376.64","354.0000"
"2020-12-01","118.00","6199.61","346.0000"
"2020-12-02","123.00","6209.17","340.0000"
"2020-12-03","128.00","6460.57","358.0000"
"2020-12-04","123.00","6076.04","347.0000"
"2020-12-05","118.00","6425.07","356.0000"
"2020-12-06","116.00","6264.63","352.0000"
"2020-12-07","121.00","6354.72","354.0000"
"2020-12-08","122.00","6239.01","352.0000"
"2020-12-09","118.00","6317.22","354.0000"
"2020-12-10","124.00","6153.98","348.0000"
"2020-12-11","127.00","5936.87","329.0000"
"2020-12-12","108.00","5613.63","321.0000"
"2020-12-13","124.00","5511.91","310.0000"
"2020-12-14","106.00","6542.29","390.0000"
"2020-12-15","102.00","5897.01","356.0000"
"2020-12-16","101.00","5583.52","336.0000"
"2020-12-17","115.00","5144.79","292.0000"
"2020-12-18","124.00","5345.46","303.0000"
"2020-12-19","93.00","4712.47","266.0000"
"2020-12-20","104.00","4616.23","262.0000"
"2020-12-21","123.00","5909.96","316.0000"
"2020-12-22","113.00","5833.49","309.0000"
"2020-12-23","110.00","6071.40","325.0000"
"2020-12-25","111.00","5384.27","298.0000"
"2020-12-24","108.00","5167.24","294.0000"
"2020-12-26","216.00","11085.00","609.0000"
"2020-12-27","106.00","5836.73","311.0000"
"2020-12-28","121.00","5866.56","329.0000"
"2020-12-29","78.00","3889.68","233.0000"
"2020-12-30","70.00","5905.37","371.0000"
"2020-12-31","78.00","4031.07","249.0000"
"2021-01-01","84.00","4123.34","261.0000"
"2021-01-02","94.00","5480.90","293.0000"
"2021-01-03","103.00","5032.14","276.0000"
"2021-01-04","107.00","5174.17","276.0000"
"2021-01-05","55.00","2971.65","166.0000"
"2021-01-06","53.00","2690.48","161.0000"
"2021-01-07","25.00","824.01","57.0000"
"2021-01-08","30.00","1309.58","85.0000"
"2021-01-09","36.00","1381.36","89.0000"
"2021-01-10","47.00","2076.04","129.0000"
"2021-01-11","57.00","2908.17","159.0000"
"2021-01-12","66.00","3174.31","184.0000"
"2021-01-13","67.00","3226.62","195.0000"
"2021-01-14","63.00","3163.76","190.0000"
"2021-01-15","104.00","4041.60","226.0000"
"2021-01-16","87.00","4758.89","271.0000"
"2021-01-17","97.00","5006.68","279.0000"
"2021-01-18","112.00","5033.29","284.0000"
"2021-01-19","109.00","5068.64","282.0000"
"2021-01-20","126.00","7044.50","365.0000"
"2021-01-21","125.00","6580.82","352.0000"
"2021-01-22","121.00","6406.17","342.0000"
"2021-01-23","101.00","5231.65","293.0000"
"2021-01-24","105.00","5288.58","292.0000"
"2021-01-25","126.00","6912.68","363.0000"
"2021-01-27","131.00","7217.50","375.0000"
"2021-01-28","99.00","5017.02","261.0000"
"2021-01-29","105.00","5302.25","286.0000"
"2021-01-30","119.00","6351.94","341.0000"
"2021-01-31","122.00","6629.57","351.0000"
"2021-02-01","129.00","6734.14","359.0000"
"2021-02-02","116.00","6088.30","315.0000"
"2021-02-03","134.00","6908.44","351.0000"
"2021-02-04","127.00","6711.60","350.0000"
"2021-02-05","130.00","7139.33","366.0000"
"2021-02-06","117.00","6829.44","370.0000"
"2021-02-07","120.00","7672.95","412.0000"
"2021-02-08","127.00","7343.22","404.0000"
"2021-02-09","126.00","7514.01","404.0000"
"2021-02-10","130.00","8644.32","452.0000"
"2021-02-11","99.00","7005.74","353.0000"
"2021-02-12","93.00","4776.34","245.0000"
"2021-02-13","98.00","4896.82","259.0000"
"2021-02-14","79.00","3877.28","214.0000"
"2021-02-15","62.00","3302.88","163.0000"
"2021-02-16","83.00","3651.11","198.0000"
"2021-02-17","93.00","4940.66","275.0000"
"2021-02-18","100.00","4758.48","262.0000"
"2021-02-19","122.00","7481.04","378.0000"
"2021-02-20","123.00","7454.12","381.0000"
"2021-02-21","114.00","7305.74","371.0000"
"2021-02-22","129.00","6894.94","357.0000"
"2021-02-23","113.00","5994.65","328.0000"
"2021-02-24","120.00","6827.62","343.0000"
"2021-02-25","122.00","6617.81","347.0000"
"2021-02-26","128.00","6315.90","342.0000"
"2021-02-27","115.00","6743.00","352.0000"
"2021-02-28","117.00","6793.44","356.0000"
"2021-03-01","108.00","5486.07","290.0000"
"2021-03-02","130.00","7090.83","372.0000"
"2021-03-03","134.00","7873.94","362.0000"
"2021-03-04","129.00","7258.86","361.0000"
"2021-03-05","136.00","7493.01","370.0000"
"2021-03-06","118.00","6856.00","358.0000"
"2021-03-07","104.00","4760.98","248.0000"
"2021-03-08","135.00","7289.93","340.0000"
"2021-03-09","136.00","7548.36","388.0000"
"2021-03-10","136.00","7414.82","385.0000"
"2021-03-11","131.00","7151.50","365.0000"
"2021-03-12","130.00","8264.19","371.0000"
"2021-03-13","117.00","6652.46","340.0000"
"2021-03-14","106.00","6275.28","326.0000"
"2021-03-15","129.00","7023.96","367.0000"
"2023-02-06","102.00","5595.17","872.0000"
"2023-02-07","105.00","5654.32","864.0000"
"2023-02-08","104.00","5099.67","821.0000"
"2023-02-09","101.00","4747.21","810.0000"
"2023-02-10","102.00","4869.41","800.0000"
"2023-02-11","100.00","17876.29","805.0000"
"2023-02-12","96.00","4649.88","777.0000"
"2023-02-13","102.00","5106.56","822.0000"
"2023-02-14","102.00","4705.94","772.0000"
"2023-02-15","4.00","4197.19","15.0000"
"2023-02-16","96.00","4958.16","805.0000"
"2023-02-17","113.00","5750.06","863.0000"
"2023-02-18","97.00","4997.27","819.0000"
"2023-02-19","98.00","4586.70","779.0000"
"2023-02-20","101.00","5013.96","815.0000"
"2023-02-22","98.00","4695.06","807.0000"
"2023-02-23","104.00","5579.51","852.0000"
"2023-02-24","107.00","5183.66","834.0000"
"2023-02-25","106.00","5162.08","829.0000"
"2023-02-26","92.00","4543.63","785.0000"
"2023-02-27","102.00","5271.52","838.0000"
"2023-02-28","96.00","5001.62","838.0000"
"2023-03-01","104.00","4965.08","839.0000"
"2023-03-02","39.00","4365.97","156.0000"
"2023-03-03","102.00","17756.74","790.0000"
"2023-03-04","100.00","4803.56","781.0000"
"2023-03-05","68.00","4543.77","408.0000"
"2023-03-06","101.00","4838.41","806.0000"
"2023-03-07","104.00","4916.26","802.0000"
"2023-03-08","105.00","4911.45","801.0000"
"2023-03-09","98.00","4941.11","802.0000"
"2023-03-10","98.00","4649.53","784.0000"
"2023-03-11","64.00","4969.55","403.0000"
"2023-03-12","77.00","3443.54","683.0000"
"2023-03-13","94.00","4661.18","783.0000"
"2023-03-14","97.00","4412.97","807.0000"
"2023-03-15","105.00","4808.32","824.0000"
"2023-03-16","106.00","4786.25","824.0000"
"2023-03-17","105.00","18232.70","842.0000"
"2023-03-18","52.00","4599.29","294.0000"
"2023-03-19","0.00","0.00","0.0000"
"2023-03-20","97.00","4715.50","783.0000"
"2023-03-21","104.00","4971.65","826.0000"
"2023-03-22","98.00","17461.93","812.0000"
"2023-03-23","101.00","4944.47","805.0000"
"2023-03-24","105.00","17758.15","815.0000"
"2023-03-25","100.00","4640.77","799.0000"
"2023-03-26","86.00","4868.95","595.0000"
"2023-03-27","101.00","17972.81","851.0000"
"2023-03-28","0.00","0.00","0.0000"
"2023-03-29","0.00","0.00","0.0000"
"2023-03-30","100.00","6247.53","872.0000"
"2023-03-31","57.00","6310.17","373.0000"
"2023-04-01","0.00","0.00","0.0000"
"2023-04-02","0.00","0.00","0.0000"
"2023-04-03","87.00","4494.82","741.0000"
"2023-04-04","90.00","4263.06","757.0000"
"2023-04-06","98.00","4671.70","811.0000"
"2023-04-11","100.00","4947.46","825.0000"
"2023-04-12","98.00","4999.52","832.0000"
"2023-04-13","97.00","4734.53","810.0000"
"2023-04-14","97.00","4585.99","810.0000"
"2023-04-15","97.00","4388.38","801.0000"
"2023-04-16","95.00","4490.52","817.0000"
"2023-04-17","96.00","4637.61","832.0000"
"2023-04-18","97.00","4784.90","828.0000"
"2023-04-19","102.00","4779.74","840.0000"
"2023-04-20","102.00","4862.18","836.0000"
"2023-04-21","103.00","4862.91","829.0000"
"2023-04-22","97.00","4626.44","812.0000"
"2023-04-23","99.00","17767.07","821.0000"
"2023-04-24","100.00","5387.85","842.0000"
"2023-04-25","96.00","4896.48","821.0000"
"2023-04-26","107.00","5317.42","867.0000"
"2023-04-27","100.00","4842.76","818.0000"
"2023-04-28","98.00","4968.52","829.0000"
"2023-04-29","99.00","4688.87","830.0000"
"2023-04-30","95.00","4725.62","831.0000"
"2023-05-01","94.00","4693.68","823.0000"
"2023-05-02","96.00","4885.40","835.0000"
"2023-05-03","99.00","4859.97","852.0000"
"2023-05-04","97.00","4912.92","830.0000"
"2023-05-05","94.00","2303.40","349.0000"
"2023-05-06","101.00","5071.48","833.0000"
"2023-05-07","100.00","4813.42","821.0000"
"2023-05-08","98.00","17971.96","821.0000"
"2023-05-09","95.00","43364.25","821.0000"
"2023-05-10","99.00","5231.95","832.0000"
"2023-05-11","102.00","4829.80","807.0000"
"2023-05-12","103.00","5093.65","842.0000"
"2023-05-13","97.00","4825.78","820.0000"
"2023-05-14","95.00","4860.17","811.0000"
"2023-05-15","99.00","4990.04","837.0000"
"2023-05-16","102.00","5040.33","846.0000"
"2023-05-17","107.00","5207.89","849.0000"
"2023-05-18","108.00","5345.32","850.0000"
"2023-05-19","103.00","5328.15","854.0000"
"2023-05-20","102.00","4921.61","828.0000"
"2023-05-21","100.00","5116.25","846.0000"
"2023-05-22","101.00","5219.46","860.0000"
"2023-05-23","98.00","4989.30","835.0000"
"2023-05-24","106.00","5317.84","872.0000"
"2023-05-25","103.00","5129.01","874.0000"
"2023-05-26","105.00","5195.42","861.0000"
"2023-05-27","97.00","4879.43","834.0000"
"2023-05-28","94.00","4561.84","818.0000"
"2023-05-29","99.00","5055.31","846.0000"
"2023-05-30","99.00","5139.06","815.0000"
"2023-05-31","101.00","5292.67","828.0000"
"2023-06-01","99.00","5174.06","818.0000"
"2023-06-02","97.00","4891.43","797.0000"
"2023-06-03","98.00","30632.34","808.0000"
"2023-06-04","96.00","4914.19","814.0000"
"2023-06-05","100.00","5399.58","829.0000"
"2023-06-08","98.00","5022.06","847.0000"
"2023-06-09","102.00","4985.51","846.0000"
"2023-06-10","99.00","5047.32","831.0000"
"2023-06-11","96.00","4831.92","828.0000"
"2023-06-12","97.00","5204.84","832.0000"
"2023-06-13","102.00","5387.64","861.0000"
"2023-06-14","100.00","5116.54","869.0000"
"2023-06-15","105.00","5211.70","862.0000"
"2023-06-16","98.00","4987.06","856.0000"
"2023-06-17","100.00","17604.00","827.0000"
"2023-06-18","95.00","5085.67","838.0000"
"2023-06-19","101.00","18248.20","865.0000"
"2023-06-20","98.00","4769.58","842.0000"
"2023-06-21","101.00","5164.29","870.0000"
"2023-06-22","103.00","17893.45","847.0000"
"2023-06-23","104.00","18301.85","878.0000"
"2023-06-24","93.00","5253.20","842.0000"
"2023-06-25","101.00","5029.24","836.0000"
"2023-06-26","103.00","5149.43","839.0000"
"2023-06-27","101.00","18137.25","842.0000"
"2023-06-28","97.00","4987.25","819.0000"
"2023-06-29","97.00","5171.95","835.0000"
"2023-06-30","102.00","5436.31","835.0000"
"2023-07-01","93.00","4923.89","835.0000"
"2023-07-02","98.00","4871.83","818.0000"
"2023-07-04","95.00","4703.25","782.0000"
"2023-07-05","98.00","4762.74","803.0000"
"2023-07-06","98.00","5187.84","839.0000"
"2023-07-07","101.00","30737.06","852.0000"
"2023-07-08","95.00","5154.18","840.0000"
"2023-07-09","95.00","4990.76","843.0000"
"2023-07-10","98.00","5237.64","847.0000"
"2023-07-11","101.00","5325.80","854.0000"
"2023-07-12","103.00","5321.89","848.0000"
"2023-07-13","96.00","4763.43","814.0000"
"2023-07-14","104.00","5146.80","869.0000"
"2023-07-15","95.00","4821.79","832.0000"
"2023-07-16","99.00","5037.32","819.0000"
"2023-07-17","100.00","5380.07","835.0000"
"2023-07-18","97.00","4822.81","838.0000"
"2023-07-19","105.00","5330.86","831.0000"
"2023-07-20","98.00","5393.95","829.0000"
"2023-07-21","94.00","5157.22","825.0000"
"2023-07-22","92.00","18009.71","809.0000"
"2023-07-23","95.00","4922.68","806.0000"
"2023-07-24","96.00","5396.98","829.0000"
"2023-07-25","103.00","18141.35","823.0000"
"2023-07-26","101.00","5384.96","845.0000"
"2023-07-27","100.00","5065.95","824.0000"
"2023-07-28","97.00","5164.66","841.0000"
"2023-07-29","93.00","5295.13","833.0000"
"2023-07-30","96.00","4986.25","814.0000"
"2023-07-31","100.00","5232.34","823.0000"
"2023-08-01","98.00","5046.64","822.0000"
"2023-08-02","96.00","5040.17","812.0000"
"2023-08-03","101.00","17968.02","810.0000"
"2023-08-04","102.00","5109.40","833.0000"
"2023-08-05","99.00","4858.95","818.0000"
"2023-08-06","93.00","4798.94","804.0000"
"2023-08-07","99.00","18206.53","825.0000"
"2023-08-08","104.00","5195.52","850.0000"
"2023-08-09","107.00","5357.21","878.0000"
"2023-08-10","103.00","5255.65","846.0000"
"2023-08-11","100.00","5362.51","858.0000"
"2023-08-12","97.00","4982.10","813.0000"
"2023-08-13","101.00","5127.77","824.0000"
"2023-08-14","100.00","5145.68","833.0000"
"2023-08-15","104.00","5469.18","872.0000"
"2023-08-16","105.00","5240.70","865.0000"
"2023-08-17","100.00","5454.51","850.0000"
"2023-08-18","99.00","5232.69","846.0000"
"2023-08-19","96.00","4917.65","829.0000"
"2023-08-21","98.00","5296.53","846.0000"
"2023-08-22","101.00","5305.19","840.0000"
"2023-08-23","102.00","5212.82","836.0000"
"2023-08-24","98.00","5247.36","835.0000"
"2023-08-25","100.00","4884.78","825.0000"
"2023-08-26","99.00","5158.51","824.0000"
"2023-08-27","98.00","4964.01","805.0000"
"2023-08-28","88.00","4432.33","739.0000"
"2023-08-29","103.00","5007.44","812.0000"
"2023-08-30","95.00","5255.94","833.0000"
"2023-08-31","97.00","4968.06","806.0000"
"2023-09-01","102.00","4657.15","793.0000"
"2023-09-02","95.00","5096.67","806.0000"
"2023-09-03","90.00","4312.09","760.0000"
"2023-09-04","97.00","4817.96","788.0000"
"2023-09-05","98.00","4648.48","780.0000"
"2023-09-06","97.00","4740.40","762.0000"
"2023-09-08","103.00","4843.10","775.0000"
"2023-09-09","92.00","4334.69","743.0000"
"2023-09-10","92.00","4382.06","753.0000"
"2023-09-11","98.00","4843.82","780.0000"
"2023-09-12","96.00","4759.22","768.0000"
"2023-09-13","104.00","4965.21","784.0000"
"2023-09-14","94.00","4827.21","782.0000"
"2023-09-15","99.00","4790.07","777.0000"
"2023-09-16","86.00","4491.46","749.0000"
"2023-09-17","87.00","4313.11","734.0000"
"2023-09-19","94.00","4736.21","759.0000"
"2023-09-20","94.00","4577.10","757.0000"
"2023-09-21","92.00","4460.90","634.0000"
"2023-09-22","94.00","4801.00","763.0000"
"2023-09-23","92.00","4377.60","757.0000"
"2023-09-24","95.00","4726.07","791.0000"
"2023-09-25","96.00","4580.42","788.0000"
"2023-09-26","92.00","4755.88","791.0000"
"2023-09-27","99.00","4988.81","835.0000"
"2023-09-28","102.00","5057.69","828.0000"
"2023-09-29","95.00","4802.11","795.0000"
"2023-09-30","95.00","17702.77","792.0000"
"2023-10-01","91.00","4678.24","789.0000"
"2023-10-02","90.00","4432.98","780.0000"
"2023-10-03","93.00","4891.48","800.0000"
"2023-10-04","93.00","4824.97","801.0000"
"2023-10-05","96.00","4720.18","788.0000"
"2023-10-06","98.00","4768.89","813.0000"
"2023-10-07","98.00","4854.19","798.0000"
"2023-10-08","92.00","4491.68","799.0000"
"2023-10-09","95.00","4818.27","789.0000"
"2023-10-10","95.00","4965.98","809.0000"
"2023-10-11","98.00","17570.71","806.0000"
"2023-10-12","97.00","4963.18","813.0000"
"2023-10-13","93.00","4754.68","821.0000"
"2023-10-14","92.00","4754.42","840.0000"
"2023-10-15","97.00","4817.19","830.0000"
"2023-10-16","97.00","4830.35","845.0000"
"2023-10-17","92.00","4910.78","838.0000"
"2023-10-18","97.00","5143.86","848.0000"
"2023-10-19","103.00","4810.32","813.0000"
"2023-10-20","101.00","5146.59","835.0000"
"2023-10-21","97.00","4754.61","818.0000"
"2023-10-22","91.00","4789.72","799.0000"
"2023-10-23","101.00","4942.85","846.0000"
"2023-10-24","98.00","5128.30","842.0000"
"2023-10-25","97.00","4692.12","828.0000"
"2023-10-26","95.00","4930.88","812.0000"
"2023-10-27","98.00","4892.47","830.0000"
"2023-10-28","93.00","4766.49","813.0000"
"2023-10-29","96.00","4825.49","815.0000"
"2023-10-30","96.00","4847.31","827.0000"
"2023-10-31","99.00","5028.87","831.0000"
"2023-11-01","105.00","5435.49","863.0000"
"2023-11-02","94.00","4682.28","813.0000"
"2023-11-03","100.00","5127.44","847.0000"
"2023-11-04","96.00","4984.38","852.0000"
"2023-11-05","98.00","5069.26","830.0000"
"2023-11-06","102.00","5255.23","856.0000"
"2023-11-07","94.00","4826.94","829.0000"
"2023-11-08","103.00","4889.97","829.0000"
"2023-11-09","98.00","5099.24","836.0000"
"2023-11-10","102.00","5334.34","860.0000"
"2023-11-11","91.00","17622.53","815.0000"
"2023-11-12","96.00","5000.46","842.0000"
"2023-11-13","99.00","5249.97","849.0000"
"2023-11-14","100.00","17909.49","854.0000"
"2023-11-15","100.00","5458.06","858.0000"
"2023-11-16","99.00","5360.05","860.0000"
"2023-11-17","99.00","5448.56","858.0000"
"2023-11-18","95.00","4956.75","839.0000"
"2023-11-19","98.00","17867.70","851.0000"